,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
709,0113189,352194034.0,60000000.0,2.39 : 1,1995.0,Martin Campbell,Pierce Brosnan,Sean Bean,Izabella Scorupco,Color,130,English
710,0144214,149705852.0,60000000.0,2.39 : 1,1999.0,Simon West,John Travolta,Madeleine Stowe,James Cromwell,Color,116,English
711,0120382,264118201.0,60000000.0,1.85 : 1 (theatrical ratio),1998.0,Peter Weir,Jim Carrey,Laura Linney,Noah Emmerich,Color,103,English
712,0120794,218613188.0,70000000.0,1.66 : 1 (negative ratio),1998.0,Brenda Chapman,Val Kilmer,Ralph Fiennes,Michelle Pfeiffer,Color,99,English
713,0317303,164433867.0,60000000.0,1.85 : 1,2003.0,Steve Carr,Eddie Murphy,Jeff Garlin,Steve Zahn,Color,92,English
714,1272878,131940411.0,61000000.0,2.39 : 1,2013.0,Baltasar Kormákur,Denzel Washington,Mark Wahlberg,Paula Patton,Color,109,English
715,0239395,200687492.0,60000000.0,1.85 : 1,2001.0,Lawrence Guterman,Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Color::(Technicolor),87,English
716,0317740,176070171.0,60000000.0,2.39 : 1,2003.0,F. Gary Gray,Mark Wahlberg,Charlize Theron,Donald Sutherland,Color,111,English
717,0313737,199043242.0,60000000.0,1.85 : 1,2002.0,Marc Lawrence,Sandra Bullock,Hugh Grant,Alicia Witt,Color,101,English
718,0120587,171757863.0,105000000.0,1.85 : 1,1998.0,Eric Darnell,Woody Allen,Dan Aykroyd,Anne Bancroft,Color,83,English
719,1078940,172450423.0,60000000.0,1.85 : 1,2009.0,Peter Billingsley,Vince Vaughn,Jason Bateman,Faizon Love,Color,113,English
720,0099371,165900000.0,60000000.0,2.20 : 1 (70 mm prints),1990.0,Tony Scott,Tom Cruise,Robert Duvall,Nicole Kidman,Color,107,English
721,0452598,129181830.0,60000000.0,2.39 : 1,2005.0,Adam Shankman,Steve Martin,Eugene Levy,Bonnie Hunt,Color,94,English
722,4046784,312325103.0,61000000.0,2.39 : 1,2015.0,Wes Ball,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Color,131,English
723,0879870,204594016.0,60000000.0,1.85 : 1,2010.0,Ryan Murphy,Julia Roberts,I. Gusti Ayu Puspawati,Hadi Subiyanto,Color,133,English
724,0218967,124745083.0,60000000.0,2.39 : 1,2000.0,Brett Ratner,Nicolas Cage,Téa Leoni,Don Cheadle,Color,125,English
725,1245526,199006387.0,58000000.0,2.35 : 1,2010.0,Robert Schwentke,Bruce Willis,Mary-Louise Parker,Heidi von Palleske,Color,111,English
726,0146838,100230832.0,55000000.0,2.39 : 1,1999.0,Oliver Stone,Al Pacino,Cameron Diaz,Dennis Quaid,Color,162,English
727,0119314,186883563.0,60000000.0,1.85 : 1 (reels 1 and 2),1998.0,Robert Redford,Robert Redford,Kristin Scott Thomas,Sam Neill,Color,169,English
728,0369339,217764291.0,65000000.0,2.39 : 1,2004.0,Michael Mann,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Color,120,English
729,0277296,165333180.0,60000000.0,2.39 : 1,2002.0,Chuck Russell,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Color,92,English
730,0349710,102332848.0,55000000.0,1.85 : 1,2004.0,Jay Russell,Joaquin Phoenix,John Travolta,Jacinda Barrett,Color,115,English
731,0790724,218340595.0,60000000.0,2.35 : 1,2012.0,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Richard Jenkins,Color,130,English
732,0149261,91000000.0,60000000.0,2.39 : 1,1999.0,Renny Harlin,Thomas Jane,Saffron Burrows,Samuel L. Jackson,Color::(Technicolor),105,English
733,1477715,261183588.0,60000000.0,1.78 : 1 (negative ratio),2009.0,Kenny Ortega,Michael Jackson,Alex Al,Alexandra Apjarova,Color,111,English
734,1598778,135458097.0,60000000.0,1.85 : 1,2011.0,Steven Soderbergh,Gwyneth Paltrow,Tien You Chui,Josie Ho,Color,106,English
735,0257568,88929111.0,60000000.0,2.39 : 1,2003.0,David McNally,Jerry O'Connell,Anthony Anderson,Estella Warren,Color,89,English
736,0327597,124596398.0,60000000.0,1.85 : 1,2009.0,Henry Selick,Dakota Fanning,Teri Hatcher,Jennifer Saunders,Color,100,English
737,0949731,163403799.0,48000000.0,1.85 : 1,2008.0,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,John Leguizamo,Color,91,English
738,0328107,130293714.0,70000000.0,2.35 : 1,2004.0,Tony Scott,Denzel Washington,Dakota Fanning,Radha Mitchell,Color,146,English
739,0393735,87134280.0,50000000.0,1.78 : 1 (open matte),2006.0,Brian Robbins,Tim Allen,Kristin Davis,Zena Grey,Color,98,English
740,0335438,170268750.0,60000000.0,2.35 : 1,2004.0,Todd Phillips,Ben Stiller,Owen Wilson,Snoop Dogg,Color,101,English
741,0116705,,75000000.0,1.85 : 1,1996.0,Brian Levant,Arnold Schwarzenegger,Sinbad,Phil Hartman,Color,89,English
742,0167190,99414250.0,66000000.0,1.85 : 1,2004.0,Guillermo del Toro,Ron Perlman,John Hurt,Selma Blair,Color,122,English
743,0120633,,75000000.0,1.85 : 1,1998.0,Steven Zaillian,John Travolta,Robert Duvall,Tony Shalhoub,Color,115,English
744,1623288,107139399.0,60000000.0,2.35 : 1,2012.0,Chris Butler,Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,Color,92,English
745,0119395,159330280.0,60000000.0,2.35 : 1,1997.0,Michael Caton-Jones,Bruce Willis,Richard Gere,Sidney Poitier,Color,124,English
746,0338337,96269812.0,60000000.0,2.39 : 1,2003.0,John Woo,Ben Affleck,Aaron Eckhart,Uma Thurman,Color,119,English
747,0118055,100688705.0,60000000.0,1.85 : 1,1996.0,Jon Avnet,Robert Redford,Michelle Pfeiffer,Stockard Channing,Color::(Technicolor),124,Spanish
748,0420238,90482317.0,60000000.0,2.35 : 1,2008.0,Sam Fell,Matthew Broderick,Dustin Hoffman,Emma Watson,Color,93,English
749,0790772,,,1.78 : 1,2007.0,,Patrick Warburton,Megyn Price,Oliver Hudson,Color,22,English
750,0290095,104391623.0,60000000.0,1.85 : 1,2002.0,Kevin Donovan,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Color,98,English
751,0114781,104324083.0,60000000.0,1.85 : 1,1995.0,Geoff Murphy,Steven Seagal,Eric Bogosian,Everett McGill,Color::(Technicolor),100,English
752,1205537,135511030.0,60000000.0,2.35 : 1,2014.0,Kenneth Branagh,Chris Pine,Keira Knightley,Kevin Costner,Color,105,English
753,2446980,101134059.0,60000000.0,1.85 : 1,2015.0,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Color,124,English
754,3300542,205908795.0,60000000.0,2.39 : 1,2016.0,Babak Najafi,Alon Aboutboul,Waleed Zuaiter,Adel Bencherif,Color,99,English
755,0118583,161376068.0,75000000.0,2.39 : 1,1997.0,Jean-Pierre Jeunet,Sigourney Weaver,Winona Ryder,Dominique Pinon,Color,109,English
756,0822854,95696996.0,61000000.0,2.35 : 1,2007.0,Antoine Fuqua,Mark Wahlberg,Michael Peña,Danny Glover,Color,124,English
757,0787474,109285033.0,60000000.0,1.66 : 1 (film negative),2014.0,Graham Annable,Steve Blum,Dee Bradley Baker,Max Mitchell,Color,96,English
758,0120791,68169816.0,48000000.0,2.39 : 1,1998.0,Griffin Dunne,Sandra Bullock,Nicole Kidman,Stockard Channing,Color::(Technicolor),104,English
759,1490017,468760692.0,60000000.0,1.33 : 1,2014.0,Christopher Miller,Will Arnett,Elizabeth Banks,Craig Berry,Color,100,English
760,0385307,101393569.0,45000000.0,2.35 : 1,2005.0,John Pasquin,Sandra Bullock,Regina King,Enrique Murciano,Color,115,English
761,0253556,82150183.0,60000000.0,2.39 : 1,2002.0,Rob Bowman,Christian Bale,Matthew McConaughey,Izabella Scorupco,Color::(Technicolor),101,English
762,1321870,105200903.0,60000000.0,2.39 : 1,2013.0,Ruben Fleischer,Sean Penn,Holt McCallany,Wade Williams,Color,113,English
763,1045778,,60000000.0,1.85 : 1,2009.0,Harold Ramis,Jack Black,Michael Cera,Oliver Platt,Color,97,English
764,1057500,124514011.0,60000000.0,1.33 : 1 (one scene),2009.0,Clint Eastwood,Morgan Freeman,Matt Damon,Tony Kgoroge,Color,134,English
765,0473705,87812371.0,60000000.0,2.35 : 1,2009.0,Kevin Macdonald,Russell Crowe,Ben Affleck,Rachel McAdams,Color,127,English
766,1135487,81079566.0,60000000.0,2.35 : 1,2009.0,Tony Gilroy,Clive Owen,Julia Roberts,Tom Wilkinson,Color,125,English
767,0120764,,65000000.0,1.85 : 1,1999.0,Donald Petrie,Christopher Lloyd,Jeff Daniels,Elizabeth Hurley,Color::(Technicolor),94,English
768,0443632,78084827.0,60000000.0,2.35 : 1,2006.0,Clark Johnson,Michael Douglas,Kiefer Sutherland,Eva Longoria,Color,108,English
769,0762125,,70000000.0,2.35 : 1,2009.0,Jorge Blanco,Dwayne Johnson,Jessica Biel,Justin Long,Color,91,English
770,0253754,67312826.0,60000000.0,2.39 : 1,2002.0,Stuart Baird,Patrick Stewart,Jonathan Frakes,Brent Spiner,Color,116,English
771,0138524,120217409.0,60000000.0,1.85 : 1,2003.0,Joel Coen,George Clooney,Catherine Zeta-Jones,Geoffrey Rush,Color,100,English
772,2083383,48963137.0,30000000.0,2.39 : 1,2012.0,Robert Lorenz,Clint Eastwood,Chelcie Ross,Raymond Anthony Thomas,Color,111,English
773,1226273,82812456.0,80000000.0,2.35 : 1,2010.0,Martin Campbell,Mel Gibson,Ray Winstone,Danny Huston,Color,117,English
774,0120004,48024912.0,40000000.0,2.35 : 1,1997.0,Peter Hyams,Penelope Ann Miller,Tom Sizemore,Linda Hunt,Color,110,English
775,0289848,54994757.0,60000000.0,1.85 : 1,2002.0,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Color,96,English
776,1034331,78460699.0,60000000.0,2.35 : 1,2008.0,Jon Avnet,Robert De Niro,Al Pacino,50 Cent,Color,101,English
777,0120749,93107289.0,60000000.0,2.39 : 1,1998.0,Harold Becker,Bruce Willis,Alec Baldwin,Miko Hughes,Color,111,English
778,0821642,,60000000.0,2.35 : 1,2009.0,Joe Wright,Jamie Foxx,Robert Downey Jr.,Catherine Keener,Color::(DeLuxe),117,English
779,0146984,,80000000.0,1.85 : 1,2000.0,Robert Redford,Will Smith,Matt Damon,Charlize Theron,Color,126,English
780,0181875,14848839.0,60000000.0,1.85 : 1,2000.0,Cameron Crowe,Billy Crudup,Frances McDormand,Kate Hudson,Color,122,English
781,0455499,141702264.0,60000000.0,1.33 : 1 (open matte),2006.0,Tim Hill,Breckin Meyer,Jennifer Love Hewitt,Billy Connolly,Color,82,English
782,0329774,71022693.0,113000000.0,2.39 : 1,2005.0,Lee Tamahori,Willem Dafoe,Samuel L. Jackson,Ice Cube,Color,101,English
783,0822847,78309131.0,60000000.0,2.35 : 1,2011.0,Scott Stewart,Paul Bettany,Karl Urban,Cam Gigandet,Color,87,English
784,0165982,80767884.0,60000000.0,1.85 : 1,2003.0,Patrick Gilmore,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Color,88,English
785,0119081,20400000.0,60000000.0,2.55 : 1 (intended ratio),1997.0,Paul W.S. Anderson,Laurence Fishburne,Sam Neill,Kathleen Quinlan,Color,96,English
786,0259288,52353400.0,60000000.0,2.39 : 1,2002.0,Tom Shadyac,Kevin Costner,Susanna Thompson,Joe Morton,Color,104,English
787,0387877,,50000000.0,2.35 : 1,2006.0,Brian De Palma,Josh Hartnett,Scarlett Johansson,Aaron Eckhart,Color,121,English
788,0454824,,60000000.0,2.35 : 1,2006.0,Tony Bill,James Franco,Scott Hazell,Mac McDonald,Color,140,English
789,0272020,,72000000.0,2.35 : 1,2001.0,Rod Lurie,Robert Redford,James Gandolfini,Mark Ruffalo,Color,131,English
790,0134983,,90000000.0,2.35 : 1,2000.0,Walter Hill,James Spader,Angela Bassett,Robert Forster,Color,90,English
791,1837709,30800231.0,60000000.0,2.35 : 1,2014.0,Akiva Goldsman,Colin Farrell,Matt Bomer,Lucy Griffiths,Color,118,English
792,1538403,90565421.0,60000000.0,2.35 : 1,2013.0,Harald Zwart,Lily Collins,Jamie Campbell Bower,Kevin Zegers,Color,130,English
793,0765476,50650079.0,60000000.0,1.85 : 1,2008.0,Brian Robbins,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Color,90,English
794,0382628,49483352.0,30000000.0,2.39 : 1,2005.0,Walter Salles,Jennifer Connelly,John C. Reilly,Tim Roth,Color::(DeLuxe),105,English
795,0131369,8300000.0,80000000.0,1.85 : 1,1999.0,Ron Howard,Geoffrey Blake,Gail Boggs,Jenna Byrne,Color,122,English
796,0494238,57490374.0,60000000.0,2.35 : 1,2008.0,Iain Softley,Brendan Fraser,Sienna Guillory,Eliza Bennett,Color,106,English
797,0831887,,60000000.0,2.35 : 1,2008.0,Frank Miller,Jaime King,Gabriel Macht,Dan Gerrity,Color,103,English
798,3045616,30418560.0,60000000.0,2.35 : 1,2015.0,David Koepp,Johnny Depp,Gwyneth Paltrow,Paul Bettany,Color,107,English
799,0460780,,60000000.0,2.35 : 1,2007.0,Uwe Boll,Jason Statham,Leelee Sobieski,John Rhys-Davies,Color,127,English
800,0294357,,35000000.0,2.39 : 1,2003.0,Martin Campbell,Angelina Jolie,Clive Owen,Teri Polo,Color,127,English
801,4591310,194058503.0,68005000.0,2.35 : 1,2016.0,Soi Cheang,Aaron Kwok,Gong Li,Shaofeng Feng,Color,119,English
802,0326905,10769311.0,80000000.0,2.35 : 1,2005.0,John Dahl,Benjamin Bratt,James Franco,Robert Mammone,Color,132,Filipino
803,1431045,783112979.0,58000000.0,2.39 : 1,2016.0,Tim Miller,Ryan Reynolds,Karan Soni,Ed Skrein,Color,108,English
804,0120701,,60000000.0,2.39 : 1,1998.0,Stephen Herek,Eddie Murphy,Jeff Goldblum,Kelly Preston,Color,114,English
805,2179136,547326372.0,58800000.0,2.39 : 1,2014.0,Clint Eastwood,Bradley Cooper,Kyle Gallner,Cole Konis,Color,133,English
806,1051904,156246468.0,67000000.0,2.39 : 1,2015.0,Rob Letterman,Jack Black,Dylan Minnette,Odeya Rush,Color,103,English
807,0115341,,3000000.0,1.33 : 1,1996.0,,Melissa Joan Hart,Nick Bakay,Caroline Rhea,Color,22,English
808,0425123,102854431.0,58000000.0,1.85 : 1,2005.0,Mark Waters,Reese Witherspoon,Mark Ruffalo,Donal Logue,Color,95,English
809,0158622,59468275.0,83000000.0,1.85 : 1,2000.0,Brian Levant,Mark Addy,Stephen Baldwin,Kristen Johnston,Color,90,English
810,0095956,189015611.0,63000000.0,2.35 : 1,1988.0,Peter MacDonald,Sylvester Stallone,Richard Crenna,Marc de Jonge,Color,102,English
811,0379865,,58000000.0,1.85 : 1,2008.0,George Clooney,John Krasinski,David de Vries,Rick Forrester,Color,114,English
812,2479478,,60000000.0,2.39 : 1,2015.0,Frank Coraci,Adam Sandler,Terry Crews,Jorge Garcia,Color::(ACES),119,English
813,1314228,85280250.0,58000000.0,2.35 : 1,2009.0,Marc Lawrence,Hugh Grant,Sarah Jessica Parker,Natalia Klimas,Color,103,English
814,2234155,93492844.0,58000000.0,2.35 : 1,2013.0,Shawn Levy,Vince Vaughn,Owen Wilson,Rose Byrne,Color,119,English
815,1220634,296221663.0,60000000.0,2.39 : 1,2010.0,Paul W.S. Anderson,Milla Jovovich,Ali Larter,Kim Coates,Color,96,English
816,0485985,50365498.0,58000000.0,2.35 : 1,2012.0,Anthony Hemingway,Terrence Howard,Cuba Gooding Jr.,Nate Parker,Color,125,English
817,0159206,,,1.33 : 1,1998.0,,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Color,30,English
818,0118971,92000000.0,57000000.0,2.39 : 1,1997.0,Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,Color,144,English
819,1232200,58058367.0,70000000.0,2.35 : 1,2012.0,Sean Anders,Adam Sandler,Andy Samberg,Leighton Meester,Color,116,English
820,0116136,115267375.0,57000000.0,2.39 : 1,1996.0,Rob Cohen,Dennis Quaid,David Thewlis,Pete Postlethwaite,Color,103,English
821,0367479,62657868.0,58000000.0,2.35 : 1,2004.0,Brett Ratner,Pierce Brosnan,Salma Hayek,Woody Harrelson,Color,97,English
822,1071875,149217355.0,57000000.0,2.35 : 1,2011.0,Mark Neveldine,Nicolas Cage,Violante Placido,Ciarán Hinds,Color,96,English
823,0238112,62112895.0,57000000.0,2.35 : 1,2001.0,John Madden,Penélope Cruz,John Hurt,Christian Bale,Color,131,English
824,1986770,,,16:9 HD,2012.0,,Charlie Sheen,Shawnee Smith,Noureen DeWulf,Color,22,English
825,0395699,198636868.0,56000000.0,2.39 : 1,2005.0,Adam Shankman,Vin Diesel,Lauren Graham,Faith Ford,Color,95,English
826,0351977,,56000000.0,2.35 : 1,2004.0,Kevin Bray,Michael Bowen,Johnny Knoxville,Dwayne Johnson,Color,86,English
827,0109830,677945399.0,55000000.0,2.39 : 1,1994.0,Robert Zemeckis,Tom Hanks,Rebecca Williams,Sally Field,Color,142,English
828,0952640,361336633.0,60000000.0,1.85 : 1,2007.0,Tim Hill,Jason Lee,David Cross,Cameron Richardson,Color,92,English
829,0212338,330444045.0,55000000.0,1.85 : 1,2000.0,Jay Roach,Robert De Niro,Ben Stiller,Teri Polo,Color,108,English
830,0114148,346079773.0,55000000.0,1.66 : 1 (negative ratio),1995.0,Mike Gabriel,Joe Baker,Christian Bale,Irene Bedard,Color,81,English
831,0078346,166200000.0,55000000.0,2.39 : 1,1978.0,Richard Donner,Marlon Brando,Gene Hackman,Christopher Reeve,Color,143,English
832,0117218,273961019.0,54000000.0,1.85 : 1,1996.0,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,James Coburn,Color,95,English
833,0386588,368100420.0,70000000.0,2.39 : 1,2005.0,Andy Tennant,Will Smith,Eva Mendes,Kevin James,Color::(Technicolor),118,English
834,0119190,174463257.0,55000000.0,1.85 : 1,1997.0,Sam Weisman,Brendan Fraser,Leslie Mann,Thomas Haden Church,Color,92,English
835,0328828,231449203.0,55000000.0,2.39 : 1,2003.0,Jesse Dylan,Jason Biggs,Seann William Scott,Alyson Hannigan,Color,96,English
836,1535109,218791811.0,55000000.0,2.35 : 1,2013.0,Paul Greengrass,Tom Hanks,Catherine Keener,Barkhad Abdi,Color,134,English
837,1279935,152263880.0,55000000.0,2.35 : 1,2010.0,Shawn Levy,Steve Carell,Tina Fey,Mark Wahlberg,Color,88,English
838,0112642,287928194.0,55000000.0,1.85 : 1,1995.0,Brad Silberling,Chauncey Leopardi,Spencer Vrooman,Malachi Pearson,Color,100,English
839,0455944,192330738.0,55000000.0,2.39 : 1,2014.0,Antoine Fuqua,Denzel Washington,Marton Csokas,Chloë Grace Moretz,Color,132,German
840,0252076,154906693.0,55000000.0,2.39 : 1,2002.0,Wayne Wang,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,Color,105,English
841,0112740,66000000.0,53000000.0,2.39 : 1,1995.0,Tony Scott,Denzel Washington,Gene Hackman,Matt Craven,Color,116,English
842,0454921,307077295.0,55000000.0,2.35 : 1,2006.0,Gabriele Muccino,Will Smith,Jaden Smith,Thandiwe Newton,Color,117,English
843,0408790,133680000.0,55000000.0,2.39 : 1,2005.0,Robert Schwentke,Jodie Foster,Peter Sarsgaard,Sean Bean,Color,98,English
844,0109635,214015089.0,55000000.0,2.35 : 1,1994.0,Barry Levinson,Michael Douglas,Demi Moore,Donald Sutherland,Color::(Technicolor),128,English
845,0120632,198685114.0,55000000.0,2.39 : 1,1998.0,Brad Silberling,Nicolas Cage,Meg Ryan,Andre Braugher,Color::(Technicolor),114,English
846,0266697,180949045.0,30000000.0,1.78 : 1 (negative ratio),2003.0,Quentin Tarantino,Uma Thurman,Lucy Liu,Vivica A. Fox,Color,111,English
847,0131325,98625775.0,55000000.0,1.85 : 1,1999.0,Frank Oz,Steve Martin,Eddie Murphy,Heather Graham,Color,97,English
848,0118480,,1400000.0,16 : 9 (DVD release) (all seasons),1997.0,,Amanda Tapping,Christopher Judge,Michael Shanks,Color,44,English
849,0378194,152159461.0,30000000.0,2.39 : 1,2004.0,Quentin Tarantino,Vivica A. Fox,Ambrosia Kelley,Michael Parks,Color,137,English
850,0098439,,55000000.0,2.20 : 1 (70 mm prints),1989.0,Andrey Konchalovskiy,Sylvester Stallone,Kurt Russell,Teri Hatcher,Color,104,English
851,0104070,149000000.0,55000000.0,1.66 : 1 (negative ratio) (visual effects),1992.0,Robert Zemeckis,Meryl Streep,Bruce Willis,Goldie Hawn,Color,104,English
852,0184894,99274467.0,55000000.0,2.39 : 1,2000.0,Tom Dey,Jackie Chan,Owen Wilson,Lucy Liu,Color::(Technicolor),110,English
853,0116253,121969216.0,55000000.0,2.35 : 1,1996.0,Stuart Baird,Kurt Russell,Halle Berry,John Leguizamo,Color::(Technicolor),133,English
854,1396218,189624452.0,55000000.0,1.85 : 1,2011.0,Mark Waters,Jim Carrey,Carla Gugino,Angela Lansbury,Color,94,English
855,0865556,127980002.0,55000000.0,2.39 : 1,2008.0,Rob Minkoff,Jet Li,Michael Angarano,Jackie Chan,Color,104,English
856,1621039,110387072.0,55000000.0,1.85 : 1,2013.0,Jimmy Hayward,Owen Wilson,Woody Harrelson,Amy Poehler,Color,91,English
857,0103644,159773600.0,66000000.0,2.20 : 1 (70 mm prints),1992.0,David Fincher,Sigourney Weaver,Charles S. Dutton,Charles Dance,Color,114,English
858,0116250,91000000.0,55000000.0,2.39 : 1,1996.0,Alan Parker,Madonna,Antonio Banderas,Jonathan Pryce,Color,135,English
859,0122690,70697479.0,55000000.0,2.39 : 1,1998.0,John Frankenheimer,Robert De Niro,Jean Reno,Natascha McElhone,Color,122,English
860,0116409,36400000.0,55000000.0,2.09 : 1 (DVD),1996.0,Stephen Hopkins,Michael Douglas,Val Kilmer,Tom Wilkinson,Color,110,English
861,1109624,268047808.0,55000000.0,2.35 : 1,2014.0,Paul King,Tim Downie,Madeleine Worrall,Lottie Steer,Color,95,English
862,1298649,68267862.0,68000000.0,2.35 : 1,2012.0,Akiva Schaffer,Ben Stiller,Vince Vaughn,Jonah Hill,Color,102,English
863,0269347,10782486.0,55000000.0,1.85 : 1,2003.0,William Friedkin,Tommy Lee Jones,Benicio Del Toro,Connie Nielsen,Color,94,English
864,0128278,,80000000.0,2.35 : 1,1999.0,Jon Turteltaub,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Color,126,English
865,0338466,65784503.0,55000000.0,2.39 : 1,2003.0,Bobby Farrelly,Matt Damon,Greg Kinnear,Eva Mendes,Color,118,English
866,0839980,,55000000.0,2.35 : 1,2008.0,Kent Alterman,Will Ferrell,Woody Harrelson,André 3000,Color,91,English
867,1430626,123054041.0,55000000.0,2.35 : 1,2012.0,Peter Lord,Hugh Grant,Martin Freeman,Imelda Staunton,Color,88,English
868,0824747,113020256.0,55000000.0,2.39 : 1,2008.0,Clint Eastwood,Angelina Jolie,Gattlin Griffith,Michelle Gunn,Color,141,English
869,0115857,38200000.0,50000000.0,1.85 : 1 (intended ratio),1996.0,Andrew Davis,Keanu Reeves,Morgan Freeman,Rachel Weisz,Color,107,English
870,0116277,,55000000.0,2.39 : 1,1996.0,Tony Scott,Robert De Niro,Wesley Snipes,Ellen Barkin,Color,116,English
871,0293508,103380072.0,70000000.0,2.35 : 1,2004.0,Joel Schumacher,Gerard Butler,Emmy Rossum,Patrick Wilson,Black and White,143,English
872,0414055,74870866.0,55000000.0,1.85 : 1,2007.0,Shekhar Kapur,Jordi Mollà,Aimee King,Cate Blanchett,Color,114,English
873,0402022,,62000000.0,2.35 : 1,2005.0,Karyn Kusama,Charlize Theron,Marton Csokas,Jonny Lee Miller,Color,93,English
874,0279111,,56000000.0,2.39 : 1,2003.0,Ron Maxwell,Donzaleigh Abernathy,Mark Aldrich,George Allen,Color,219,English
